ID,Form_ID,Form,Cognateset_ID,Alignment,Doubt,Cognate_detection_method,Cognate_source,Alignment_method,Alignment_source,Segment_slice
2297,5332,j ɑ ʔ ⁴,p721,- j ɑ ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2298,7523,r j a p,p721,r j a p -,,expert,Hill2017,LingPy:SCA,,1
2299,4043,ʑ a p ⁵⁵,p721,- ʑ a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2300,4044,j a p ²¹,p721,- j a p ²¹,,expert,Hill2017,LingPy:SCA,,1
2301,4045,j ɛ ʔ ⁵⁵,p721,- j ɛ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2302,4046,j aː p ³¹,p721,- j aː p ³¹,,expert,Hill2017,LingPy:SCA,,1
2303,4047,j ɛ ʔ ³¹,p721,- j ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2304,4048,j a p ⁵⁵,p721,- j a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2305,5573,kʰ o ⁵⁵,p723,kʰ o - - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2306,7525,kʰ ə w ⁵⁵,p723,kʰ ə w - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2307,4071,kʰ a u ²¹,p723,kʰ a - u ²¹,,expert,Hill2017,LingPy:SCA,,1
2308,4068,x a u ³¹,p723,x a - u ³¹,,expert,Hill2017,LingPy:SCA,,1
2309,4073,kʰ a u ³¹,p723,kʰ a - u ³¹,,expert,Hill2017,LingPy:SCA,,1
2310,4076,kʰ aː u ⁵⁵,p723,kʰ aː - u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2311,4077,kʰ u k ⁵⁵,p723,kʰ u k - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2312,4079,x a u ³¹,p723,x a - u ³¹,,expert,Hill2017,LingPy:SCA,,1
2313,4453,s a m ⁵⁵,p1184,s a m ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2314,4456,m j i t ²¹,p789,m j i t ²¹,,expert,Hill2017,LingPy:SCA,,1
2315,4458,m j ɔ t ³¹,p789,m j ɔ t ³¹,,expert,Hill2017,LingPy:SCA,,1
2316,4460,m j iː t ³¹,p789,m j iː t ³¹,,expert,Hill2017,LingPy:SCA,,1
2317,4461,m j i k ³¹,p789,m j i k ³¹,,expert,Hill2017,LingPy:SCA,,1
2318,5514,t w e ⁵⁵,p790,t w e - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2319,4463,t a k ⁵⁵,p1185,t a k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2320,7527,t u j ⁵⁵,p790,t - u j ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2321,4541,x u a t ⁵⁵,p1188,x u a t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2322,4544,t u ⁵⁵,p1186,t u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2323,4546,p j ɛ̰ ʔ ⁵⁵,p802,p j ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2324,4549,t uː n ³³,p1189,t uː n ³³,,expert,Hill2017,LingPy:SCA,,1
2325,4550,p j ɛ̰ ʔ ⁵⁵,p802,p j ɛ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2326,4552,f u ⁵⁵,p1187,f u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2327,5478,p i ʔ ⁴,p802,p - i ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2328,4790,t a u k ³¹,p857,t a u k ³¹,,expert,Hill2017,LingPy:SCA,,1
2329,4780,pʰ a t ⁵⁵,p856,pʰ a t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2330,4783,pʰ a t ⁵⁵,p856,pʰ a t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2331,4785,t a u ʔ ³¹,p857,t a u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2332,4788,pʰ aː t ⁵⁵,p856,pʰ aː t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2333,4793,pʰ a t ⁵⁵,p856,pʰ a t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2334,5264,ɑ̃ ∼ ²²,p858,ɑ̃ ∼ ²²,,expert,Hill2017,LingPy:SCA,,1
2335,7530,a n,p858,a n -,,expert,Hill2017,LingPy:SCA,,1
2336,4798,s o ³¹,p859,s - o ³¹,,expert,Hill2017,LingPy:SCA,,1
2337,4801,s o ²¹,p859,s - o ²¹,,expert,Hill2017,LingPy:SCA,,1
2338,4803,s ɔ ³⁵,p859,s - ɔ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2339,4805,s ɔ̰ː ⁵⁵,p859,s - ɔ̰ː ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2340,4806,s u ³⁵,p859,s - u ³⁵,,expert,Hill2017,LingPy:SCA,,1
2341,4808,s o ³¹,p859,s - o ³¹,,expert,Hill2017,LingPy:SCA,,1
2342,5667,tθ w ɑ ⁵⁵,p859,tθ w ɑ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2343,7533,l̥ j ʊ k,p1380,l̥ j ʊ k,,expert,Hill2017,LingPy:SCA,,1
2344,5108,s u t ⁵⁵,p908,s u t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2345,5116,s uː t ⁵⁵,p908,s uː t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2346,5117,s a̰ t ⁵⁵,p908,s a̰ t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2347,5120,s u t ⁵⁵,p908,s u t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2348,5381,tθ o ʔ ⁴,p908,tθ o ʔ ⁴,,expert,Hill2017,LingPy:SCA,,1
2349,5111,s u t ⁵⁵,p908,s u t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2350,5113,s ɔ t ⁵⁵,p908,s ɔ t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2351,7535,s u t,p908,s u t -,,expert,Hill2017,LingPy:SCA,,1
2352,6157,kʰ ĕ ⁵⁵ + ŋ j i ⁵⁵,p51,kʰ ĕ ⁵⁵ + ŋ j i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2353,6157,kʰ ĕ ⁵⁵ + ŋ j i ⁵⁵,p734,kʰ ĕ ⁵⁵ + ŋ j i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2354,6333,kʰ ə̆ ⁵⁵ + ŋ j e i ⁵⁵,p51,kʰ ə̆ ⁵⁵ + ŋ j e i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2355,6333,kʰ ə̆ ⁵⁵ + ŋ j e i ⁵⁵,p734,kʰ ə̆ ⁵⁵ + ŋ j e i ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2356,6528,x a i ⁵⁵ + nʲ e n ³¹,p1272,x a i ⁵⁵ + nʲ e n ³¹,,expert,Hill2017,LingPy:SCA,,1
2357,6528,x a i ⁵⁵ + nʲ e n ³¹,p50,x a i ⁵⁵ + nʲ e n ³¹,,expert,Hill2017,LingPy:SCA,,2
2358,6541,a ³¹ + kʰ ə̆ ³¹ + n ɛ ʔ ³¹,p1273,a ³¹ + kʰ ə̆ ³¹ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2359,6541,a ³¹ + kʰ ə̆ ³¹ + n ɛ ʔ ³¹,p1270,a ³¹ + kʰ ə̆ ³¹ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,2
2360,6541,a ³¹ + kʰ ə̆ ³¹ + n ɛ ʔ ³¹,p53,a ³¹ + kʰ ə̆ ³¹ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,3
2361,6589,a ³¹ + n a ⁵⁵ + n ɛ ʔ ³¹,p1273,a ³¹ + n a ⁵⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2362,6589,a ³¹ + n a ⁵⁵ + n ɛ ʔ ³¹,p734,a ³¹ + n a ⁵⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,2
2363,6589,a ³¹ + n a ⁵⁵ + n ɛ ʔ ³¹,p53,a ³¹ + n a ⁵⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,3
2364,6620,j ɑ ⁵³ + n e ⁵³,p1269,j ɑ ⁵³ + n e ⁵³,,expert,Hill2017,LingPy:SCA,,1
2365,6620,j ɑ ⁵³ + n e ⁵³,p53,j ɑ ⁵³ + n e ⁵³,,expert,Hill2017,LingPy:SCA,,2
2366,6403,f u ³¹ + ɳ ɛ n ³¹,p1271,f u ³¹ + ɳ ɛ n ³¹,,expert,Hill2017,LingPy:SCA,,1
2367,6403,f u ³¹ + ɳ ɛ n ³¹,p50,f u ³¹ + ɳ ɛ n ³¹,,expert,Hill2017,LingPy:SCA,,2
2368,6290,n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n ɛ ʔ ³¹,p53,n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2369,6290,n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n ɛ ʔ ³¹,p54,n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,2
2370,6290,n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n ɛ ʔ ³¹,p734,n ɛ ʔ ³¹ + m ɔ ⁵⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,3
2371,6456,n ɛ ʔ ³¹ + m a ³⁵ + n ɛ ʔ ³¹,p53,n ɛ ʔ ³¹ + m a ³⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2372,6456,n ɛ ʔ ³¹ + m a ³⁵ + n ɛ ʔ ³¹,p54,n ɛ ʔ ³¹ + m a ³⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,2
2373,6456,n ɛ ʔ ³¹ + m a ³⁵ + n ɛ ʔ ³¹,p53,n ɛ ʔ ³¹ + m a ³⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,3
2374,6159,n a ʔ ²¹ + m a ⁵⁵,p53,n a ʔ ²¹ + m a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2375,6159,n a ʔ ²¹ + m a ⁵⁵,p54,n a ʔ ²¹ + m a ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2376,6337,n a p ³¹ + j ɔ ³¹ + ŋ j e i ⁵⁵,p53,n a p ³¹ + j ɔ ³¹ + ŋ j e i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2377,6337,n a p ³¹ + j ɔ ³¹ + ŋ j e i ⁵⁵,p1280,n a p ³¹ + j ɔ ³¹ + ŋ j e i ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2378,6337,n a p ³¹ + j ɔ ³¹ + ŋ j e i ⁵⁵,p734,n a p ³¹ + j ɔ ³¹ + ŋ j e i ⁵⁵,,expert,Hill2017,LingPy:SCA,,3
2379,6532,pʰ ă ⁵⁵ + n a p ⁵⁵,p1279,pʰ ă ⁵⁵ + n a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2380,6532,pʰ ă ⁵⁵ + n a p ⁵⁵,p53,pʰ ă ⁵⁵ + n a p ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2381,6476,n̥ a ³¹ + ʐ ɔ ⁵⁵,p1277,n̥ a ³¹ + ʐ ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2382,6476,n̥ a ³¹ + ʐ ɔ ⁵⁵,p1278,n̥ a ³¹ + ʐ ɔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2383,6622,n ɛ ʔ ⁴ + pʰ j ɑ̃ ∼ ²²,p53,n ɛ ʔ ⁴ + pʰ j ɑ̃ ∼ ²²,,expert,Hill2017,LingPy:SCA,,1
2384,6622,n ɛ ʔ ⁴ + pʰ j ɑ̃ ∼ ²²,p103,n ɛ ʔ ⁴ + pʰ j ɑ̃ ∼ ²²,,expert,Hill2017,LingPy:SCA,,2
2385,4702,i ⁵⁵ + tsʰ e ⁵¹,p1193,i ⁵⁵ + tsʰ e - ⁵¹,,expert,Hill2017,LingPy:SCA,,1
2386,4702,i ⁵⁵ + tsʰ e ⁵¹,p1196,i ⁵⁵ + tsʰ e - ⁵¹,,expert,Hill2017,LingPy:SCA,,2
2387,4704,ḭ ³⁵ + tʰ a i ⁵⁵,p1193,ḭ ³⁵ + tʰ a i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2388,4704,ḭ ³⁵ + tʰ a i ⁵⁵,p1196,ḭ ³⁵ + tʰ a i ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2389,4706,ə̰ ⁵⁵ + tsʰ e ³³,p1193,ə̰ ⁵⁵ + tsʰ e - ³³,,expert,Hill2017,LingPy:SCA,,1
2390,4706,ə̰ ⁵⁵ + tsʰ e ³³,p1196,ə̰ ⁵⁵ + tsʰ e - ³³,,expert,Hill2017,LingPy:SCA,,2
2391,4707,ʃ ḭ k ⁵⁵ + tsʰ ɛ ³¹,p1194,ʃ ḭ k ⁵⁵ + tsʰ ɛ ³¹,,expert,Hill2017,LingPy:SCA,,1
2392,4707,ʃ ḭ k ⁵⁵ + tsʰ ɛ ³¹,p1196,ʃ ḭ k ⁵⁵ + tsʰ ɛ ³¹,,expert,Hill2017,LingPy:SCA,,2
2393,4709,t a ³¹ + s a u ⁵⁵,p1192,t a ³¹ + s a u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2394,4709,t a ³¹ + s a u ⁵⁵,p841,t a ³¹ + s a u ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2395,5249,n̥ i ʔ ⁴ + sʰ ɛ ²²,p1198,n̥ i ʔ ⁴ - - - + sʰ ɛ - ²²,,expert,Hill2017,LingPy:SCA,,1
2396,5249,n̥ i ʔ ⁴ + sʰ ɛ ²²,p1196,n̥ i ʔ ⁴ - - - + sʰ ɛ - ²²,,expert,Hill2017,LingPy:SCA,,2
2397,7539,n̥ a ts + tsʰ a j,p1198,- - - - n̥ a ts + tsʰ a j -,,expert,Hill2017,LingPy:SCA,,1
2398,7539,n̥ a ts + tsʰ a j,p1196,- - - - n̥ a ts + tsʰ a j -,,expert,Hill2017,LingPy:SCA,,2
2399,4699,t ă ³¹ + s a u ⁵⁵,p1192,t ă ³¹ + s a u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2400,4699,t ă ³¹ + s a u ⁵⁵,p841,t ă ³¹ + s a u ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2401,4713,s ə k ⁵⁵,p839,s ə k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2402,4716,i ⁵⁵,p838,i - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2403,4718,ḭ ³⁵,p838,ḭ - ³⁵,,expert,Hill2017,LingPy:SCA,,1
2404,4721,ə̰ k ⁵⁵,p838,ə̰ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2405,4722,ʃ ḭ k ⁵⁵,p839,ʃ ḭ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2406,4724,s ɤ k ⁵⁵,p839,s ɤ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2407,5640,n̥,p1197,n̥ - -,,expert,Hill2017,LingPy:SCA,,1
2408,7541,n̥ a ts,p1197,n̥ a ts,,expert,Hill2017,LingPy:SCA,,1
2409,4894,ŋ ɔ ⁵⁵ + t u ʔ ³¹,p875,ŋ ɔ ⁵⁵ + t u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2410,4894,ŋ ɔ ⁵⁵ + t u ʔ ³¹,p876,ŋ ɔ ⁵⁵ + t u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,2
2411,4895,ŋ a ⁵⁵ + m o ʔ ⁵⁵,p875,ŋ a ⁵⁵ + m o ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2412,4895,ŋ a ⁵⁵ + m o ʔ ⁵⁵,p877,ŋ a ⁵⁵ + m o ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2413,4896,ŋ ă ⁵⁵ + m a ʔ ³¹,p875,ŋ ă ⁵⁵ + m a ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2414,4896,ŋ ă ⁵⁵ + m a ʔ ³¹,p877,ŋ ă ⁵⁵ + m a ʔ ³¹,,expert,Hill2017,LingPy:SCA,,2
2415,4897,ŋ ŏ ³¹ + n ṵ ŋ ⁵⁵,p875,ŋ ŏ ³¹ + n ṵ - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2416,4897,ŋ ŏ ³¹ + n ṵ ŋ ⁵⁵,p878,ŋ ŏ ³¹ + n ṵ - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2417,4898,ŋ ɔ̆ ³¹ + n a̰ u ŋ ⁵⁵,p875,ŋ ɔ̆ ³¹ + n a̰ u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2418,4898,ŋ ɔ̆ ³¹ + n a̰ u ŋ ⁵⁵,p878,ŋ ɔ̆ ³¹ + n a̰ u ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2419,4899,ŋ ɔ ⁵⁵ + t u ³⁵,p875,ŋ ɔ ⁵⁵ + t u - ³⁵,,expert,Hill2017,LingPy:SCA,,1
2420,4899,ŋ ɔ ⁵⁵ + t u ³⁵,p876,ŋ ɔ ⁵⁵ + t u - ³⁵,,expert,Hill2017,LingPy:SCA,,2
2421,5415,ŋ ɑ ²² + t o ⁵³,p875,ŋ ɑ ²² + t o - ⁵³,,expert,Hill2017,LingPy:SCA,,1
2422,5415,ŋ ɑ ²² + t o ⁵³,p876,ŋ ɑ ²² + t o - ⁵³,,expert,Hill2017,LingPy:SCA,,2
2423,4951,pʰ e t ⁵⁵,p1199,pʰ e t ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2424,4953,t ḛ ʔ ⁵⁵,p889,t ḛ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2425,4954,tʃ ɔ̰ ʔ ⁵⁵,p889,tʃ ɔ̰ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2426,4957,tʃ ṵː ʔ ⁵⁵,p889,tʃ ṵː ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2427,4958,tʃ ṵ k ⁵⁵,p889,tʃ ṵ k ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2428,4959,c o ʔ ⁵⁵,p889,c o ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2429,5497,s o ²²,p889,s o - ²²,,expert,Hill2017,LingPy:SCA,,1
2430,7543,ts ə w,p889,ts ə w -,,expert,Hill2017,LingPy:SCA,,1
2431,4963,p i ³¹ + s i ⁵⁵,p890,p i ³¹ + s i ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2432,4963,p i ³¹ + s i ⁵⁵,p1203,p i ³¹ + s i ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2433,4966,x a i ⁵¹,p1202,x a i ⁵¹,,expert,Hill2017,LingPy:SCA,,1
2434,4968,p ɛ̰ ⁵⁵ + tʃ u ŋ ³¹,p890,p ɛ̰ ⁵⁵ + tʃ u ŋ ³¹,,expert,Hill2017,LingPy:SCA,,1
2435,4968,p ɛ̰ ⁵⁵ + tʃ u ŋ ³¹,p891,p ɛ̰ ⁵⁵ + tʃ u ŋ ³¹,,expert,Hill2017,LingPy:SCA,,2
2436,4970,x a ³¹ + tʃ u ŋ ³³,p1202,x a ³¹ + tʃ u ŋ ³³,,expert,Hill2017,LingPy:SCA,,1
2437,4970,x a ³¹ + tʃ u ŋ ³³,p891,x a ³¹ + tʃ u ŋ ³³,,expert,Hill2017,LingPy:SCA,,2
2438,4971,p ɛ̰ ⁵⁵,p890,p ɛ̰ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2439,4973,p ɛ ³¹,p890,p ɛ ³¹,,expert,Hill2017,LingPy:SCA,,1
2440,5512,ɑ ⁵³ + b ɛ ²²,p1200,ɑ ⁵³ + b ɛ ²²,,expert,Hill2017,LingPy:SCA,,1
2441,5512,ɑ ⁵³ + b ɛ ²²,p1201,ɑ ⁵³ + b ɛ ²²,,expert,Hill2017,LingPy:SCA,,2
2442,5513,b ɑ ²²,p1201,b ɑ ²²,,expert,Hill2017,LingPy:SCA,,1
2443,4984,x o i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,p1207,x o i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2444,4984,x o i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,p1204,x o i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2445,4987,kʰ a ⁵¹ + m a ⁵⁵,p24,kʰ a ⁵¹ + m a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2446,4987,kʰ a ⁵¹ + m a ⁵⁵,p1205,kʰ a ⁵¹ + m a ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2447,4992,m̥ ə̆ ³¹ + m ɛ ³¹,p1205,m̥ ə̆ ³¹ + m ɛ ³¹,,expert,Hill2017,LingPy:SCA,,1
2448,4992,m̥ ə̆ ³¹ + m ɛ ³¹,p23,m̥ ə̆ ³¹ + m ɛ ³¹,,expert,Hill2017,LingPy:SCA,,2
2449,4994,x ɔ ³¹ + l ɔ ³¹,p1207,x ɔ ³¹ + l ɔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2450,4994,x ɔ ³¹ + l ɔ ³¹,p1206,x ɔ ³¹ + l ɔ ³¹,,expert,Hill2017,LingPy:SCA,,2
2451,4991,kʰ ă ³³ + m o ³³,p24,kʰ ă ³³ + m o ³³,,expert,Hill2017,LingPy:SCA,,1
2452,4991,kʰ ă ³³ + m o ³³,p1205,kʰ ă ³³ + m o ³³,,expert,Hill2017,LingPy:SCA,,2
2453,5677,ɑ ⁵³ + b ɛ ²² + m̥ ɑ ²²,p1208,ɑ ⁵³ + b ɛ ²² + m̥ ɑ ²²,,expert,Hill2017,LingPy:SCA,,1
2454,5677,ɑ ⁵³ + b ɛ ²² + m̥ ɑ ²²,p1209,ɑ ⁵³ + b ɛ ²² + m̥ ɑ ²²,,expert,Hill2017,LingPy:SCA,,2
2455,5677,ɑ ⁵³ + b ɛ ²² + m̥ ɑ ²²,p1205,ɑ ⁵³ + b ɛ ²² + m̥ ɑ ²²,,expert,Hill2017,LingPy:SCA,,3
2456,4989,kʰ ă k ⁵⁵ + kʰ j a ⁵⁵,p24,kʰ ă k ⁵⁵ + kʰ j a ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2457,4989,kʰ ă k ⁵⁵ + kʰ j a ⁵⁵,p1210,kʰ ă k ⁵⁵ + kʰ j a ⁵⁵,,expert,Hill2017,LingPy:SCA,,2
2458,4998,pʰ ʐ o ⁵⁵,p1211,pʰ ʐ o ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2459,5000,pʰ j u ⁵¹,p1211,pʰ j u ⁵¹,,expert,Hill2017,LingPy:SCA,,1
2460,5001,pʰ j u ⁵⁵,p1211,pʰ j u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2461,5004,pʰ j uː ³³,p1211,pʰ j uː ³³,,expert,Hill2017,LingPy:SCA,,1
2462,5005,pʰ j u ³¹,p1211,pʰ j u ³¹,,expert,Hill2017,LingPy:SCA,,1
2463,5006,pʰ ʐ u ⁵⁵,p1211,pʰ ʐ u ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2464,5534,pʰ j u ²²,p1211,pʰ j u ²²,,expert,Hill2017,LingPy:SCA,,1
2465,7545,pʰ l u ²²,p1211,pʰ l u ²²,,expert,Hill2017,LingPy:SCA,,1
2466,5014,x a u ⁵⁵,p894,x a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2467,5017,o ⁵⁵,p1215,o ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2468,5019,kʰ a k ⁵⁵ + j a u ʔ ³¹,p1213,kʰ a k ⁵⁵ + j a u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2469,5019,kʰ a k ⁵⁵ + j a u ʔ ³¹,p21,kʰ a k ⁵⁵ + j a u ʔ ³¹,,expert,Hill2017,LingPy:SCA,,2
2470,5022,x a ŋ ⁵⁵,p894,x a - ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2471,5023,kʰ ə̆ ³¹ + j a u k ³¹,p1213,kʰ ə̆ - ³¹ + j a u k ³¹,,expert,Hill2017,LingPy:SCA,,1
2472,5023,kʰ ə̆ ³¹ + j a u k ³¹,p21,kʰ ə̆ - ³¹ + j a u k ³¹,,expert,Hill2017,LingPy:SCA,,2
2473,5025,x a u ⁵⁵,p894,x a u - ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2474,5428,m i ²² + tθ u ²²,p136,m i ²² + tθ u ²²,,expert,Hill2017,LingPy:SCA,,1
2475,5428,m i ²² + tθ u ²²,p1212,m i ²² + tθ u ²²,,expert,Hill2017,LingPy:SCA,,2
2476,5429,b ɛ ²² + tθ u ²²,p156,b ɛ ²² + tθ u ²²,,expert,Hill2017,LingPy:SCA,,1
2477,5429,b ɛ ²² + tθ u ²²,p1212,b ɛ ²² + tθ u ²²,,expert,Hill2017,LingPy:SCA,,2
2478,7547,s u ²²,p1212,s u ²²,,expert,Hill2017,LingPy:SCA,,1
2479,5202,l ə ŋ ³⁵,p921,l ə ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2480,5205,ŋ j ṵ ŋ ⁵⁵,p1220,ŋ j ṵ ŋ ⁵⁵,,expert,Hill2017,LingPy:SCA,,1
2481,5207,x əː ³³,p920,x əː - ³³,,expert,Hill2017,LingPy:SCA,,1
2482,5208,x u i ³¹,p920,x u i ³¹,,expert,Hill2017,LingPy:SCA,,1
2483,5209,l̥ ɯ ŋ ³⁵,p921,l̥ ɯ ŋ ³⁵,,expert,Hill2017,LingPy:SCA,,1
2484,5268,w a ²²,p919,w a ²²,,expert,Hill2017,LingPy:SCA,,1
2485,5204,x u i ⁵¹,p920,x u i ⁵¹,,expert,Hill2017,LingPy:SCA,,1
2486,7549,w a ²²,p919,w a ²²,,expert,Hill2017,LingPy:SCA,,1
2487,6158,a ²¹ + ŋ j i ⁵⁵ + n a p ²¹,p1274,a ²¹ + ŋ j i - ⁵⁵ + n a p ²¹,,expert,Hill2017,LingPy:SCA,,1
2488,6158,a ²¹ + ŋ j i ⁵⁵ + n a p ²¹,p734,a ²¹ + ŋ j i - ⁵⁵ + n a p ²¹,,expert,Hill2017,LingPy:SCA,,2
2489,6158,a ²¹ + ŋ j i ⁵⁵ + n a p ²¹,p53,a ²¹ + ŋ j i - ⁵⁵ + n a p ²¹,,expert,Hill2017,LingPy:SCA,,3
2490,6516,a ³¹ + ŋ j i ³⁵ + n ɛ ʔ ³¹,p1274,a ³¹ + ŋ j i - ³⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,1
2491,6516,a ³¹ + ŋ j i ³⁵ + n ɛ ʔ ³¹,p734,a ³¹ + ŋ j i - ³⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,2
2492,6516,a ³¹ + ŋ j i ³⁵ + n ɛ ʔ ³¹,p53,a ³¹ + ŋ j i - ³⁵ + n ɛ ʔ ³¹,,expert,Hill2017,LingPy:SCA,,3
