ID,Language_ID,Form,Alignment,Comment,Alignments,Morphemes,Segments,Cognate_Set,Language,Source,Parameter_ID,Value,Concept,Cognate_Sets,Prosodic_Structure
5398,nucl1310,tʰɛʔ⁴,tʰ ɛ ʔ ⁴,bad concept,tʰ ɛ ʔ ⁴,,tʰ ɛ ʔ ⁴,602,Rangoon,TBL,1396,tʰɛʔ⁴,sharp,651,i n c t
7195,oldb1234,thak,tʰ a k -,,tʰ a k,sharp,tʰ a k,602,Old_Burmese,,1396,thak,sharp,651,i n c
3649,long1372,thɔʔ⁵⁵,tʰ ɔ ʔ ⁵⁵,bad concept,tʰ ɔ ʔ ⁵⁵,sharp,tʰ ɔ ʔ ⁵⁵,602,Achang_Longchuan,TBL,1396,thɔʔ⁵⁵,sharp,651,i n c t
3655,lash1242,thɔːʔ⁵⁵,tʰ ɔː ʔ ⁵⁵,bad concept,tʰ ɔː ʔ ⁵⁵,sharp,tʰ ɔː ʔ ⁵⁵,602,Lashi,TBL,1396,thɔːʔ⁵⁵,sharp,651,i n c t
3657,xian1248,mat³⁵,m a t ³⁵,bad concept,m a t ³⁵,sharp,m a t ³⁵,444,Xiandao,TBL,1396,mat³⁵,sharp,1156,i n c t
3658,zaiw1240,thoʔ⁵⁵,tʰ o ʔ ⁵⁵,bad concept,tʰ o ʔ ⁵⁵,sharp,tʰ o ʔ ⁵⁵,602,Atsi,TBL,1396,thoʔ⁵⁵,sharp,651,i n c t
3659,bela1241,thaʔ⁵⁵,tʰ a ʔ ⁵⁵,bad concept,tʰ a ʔ ⁵⁵,sharp,tʰ a ʔ ⁵⁵,602,Bola,TBL,1396,thaʔ⁵⁵,sharp,651,i n c t
3660,maru1248,thɔʔ⁵⁵,tʰ ɔ ʔ ⁵⁵,bad concept,tʰ ɔ ʔ ⁵⁵,sharp,tʰ ɔ ʔ ⁵⁵,602,Maru,TBL,1396,thɔʔ⁵⁵,sharp,651,i n c t
5567,nucl1310,to²²,t o - ²²,bad concept,t o ²²,,t o ²²,90,Rangoon,TBL,1645,to²²,short,661,i n t
7197,oldb1234,tuiv,t ə w -,,t ə w,,t ə w,90,Old_Burmese,,1645,tuiv,short,661,i n c
3699,long1372,ʑɔŋ³¹,ʑ ɔ ŋ ³¹,bad concept,ʑ ɔ ŋ ³¹,short,ʑ ɔ ŋ ³¹,724,Achang_Longchuan,TBL,1645,ʑɔŋ³¹,short,1349,i n c t
3700,zaiw1240,to̱t²¹,t o̰ t ²¹,bad concept,t o̰ t ²¹,short,t o̰ t ²¹,653,Atsi,TBL,1645,to̱t²¹,short,1157,i n c t
3701,bela1241,laŋ³⁵,l a ŋ ³⁵,bad concept,l a ŋ ³⁵,short,l a ŋ ³⁵,322,Bola,TBL,1645,laŋ³⁵,short,662,i n c t
3702,lash1242,ʃə̱ːŋ³³,ʃ ə̰ː ŋ ³³,bad concept,ʃ ə̰ː ŋ ³³,long,ʃ ə̰ː ŋ ³³,724,Lashi,TBL,1645,ʃə̱ːŋ³³,short,1349,i n c t
3703,maru1248,laŋ⁵⁵,l a ŋ ⁵⁵,bad concept,l a ŋ ⁵⁵,short,l a ŋ ⁵⁵,322,Maru,TBL,1645,laŋ⁵⁵,short,662,i n c t
3704,xian1248,tɔk⁵⁵,t ɔ k ⁵⁵,bad concept,t ɔ k ⁵⁵,short-shorten,t ɔ k ⁵⁵,653,Xiandao,TBL,1645,tɔk⁵⁵,short,1157,i n c t
6154,xian1248,ɲɔʔ⁵⁵sɔʔ⁵⁵,ɲ ɔ ʔ ⁵⁵ + s ɔ ʔ ⁵⁵,,ɲ ɔ ʔ ⁵⁵ + s ɔ ʔ ⁵⁵,face shy,ɲ ɔ ʔ ⁵⁵ + s ɔ ʔ ⁵⁵,421,Xiandao,TBL,487,ɲɔʔ⁵⁵sɔʔ⁵⁵,shy,30 46,i n c t + i n c t
6316,long1372,ȵɔʔ³¹sɔʔ⁵⁵,nʲ ɔ ʔ ³¹ + s ɔ ʔ ⁵⁵,,nʲ ɔ ʔ ³¹ + s ɔ ʔ ⁵⁵,face shy,nʲ ɔ ʔ ³¹ + s ɔ ʔ ⁵⁵,421,Achang_Longchuan,TBL,487,ȵɔʔ³¹sɔʔ⁵⁵,shy,30 46,i n c t + i n c t
7199,oldb1234,rhak,r̥ a k -,,r̥ a k,,r̥ a k,137,Old_Burmese,,487,rhak,shy,46,i n c
6495,zaiw1240,xoʔ⁵⁵,x o ʔ ⁵⁵,,x o ʔ ⁵⁵,shy,x o ʔ ⁵⁵,137,Atsi,TBL,487,xoʔ⁵⁵,shy,46,i n c t
6506,maru1248,xɔʔ⁵⁵,x ɔ ʔ ⁵⁵,,x ɔ ʔ ⁵⁵,,x ɔ ʔ ⁵⁵,137,Maru,TBL,487,xɔʔ⁵⁵,shy,46,i n c t
6511,bela1241,xaʔ⁵⁵,x a ʔ ⁵⁵,,x a ʔ ⁵⁵,shy,x a ʔ ⁵⁵,137,Bola,TBL,487,xaʔ⁵⁵,shy,46,i n c t
6565,nucl1310,ɕɛʔ⁴,ɕ ɛ ʔ ⁴,,ɕ ɛ ʔ ⁴,,ɕ ɛ ʔ ⁴,137,Rangoon,TBL,487,ɕɛʔ⁴,shy,46,i n c t
6626,lash1242,ʃɔ̱ːʔ⁵⁵,ʃ ɔ̰ː ʔ ⁵⁵,,ʃ ɔ̰ː ʔ ⁵⁵,shy,ʃ ɔ̰ː ʔ ⁵⁵,137,Lashi,TBL,487,ʃɔ̱ːʔ⁵⁵,shy,46,i n c t
5618,nucl1310,ʨʰɑuʔ⁴,- tɕʰ ɑ u ʔ ⁴,,tɕʰ - ɑ u ʔ ⁴,,tɕʰ ɑ u ʔ ⁴,630,Rangoon,TBL,1703,ʨʰɑuʔ⁴,six,669,i n N c t
7201,oldb1234,khro₂k,kʰ r ʊ - k -,,kʰ r ʊ k,six,kʰ r ʊ k,630,Old_Burmese,,1703,khro₂k,six,669,i m n c
3752,long1372,xʐoʔ⁵⁵,x ʐ o - ʔ ⁵⁵,,x ʐ o - ʔ ⁵⁵,six,x ʐ o ʔ ⁵⁵,630,Achang_Longchuan,TBL,1703,xʐoʔ⁵⁵,six,669,i m n c t
3755,zaiw1240,khjuʔ⁵⁵,kʰ j u - ʔ ⁵⁵,,kʰ j u - ʔ ⁵⁵,six,kʰ j u ʔ ⁵⁵,630,Atsi,TBL,1703,khjuʔ⁵⁵,six,669,i m n c t
3757,bela1241,khjauʔ⁵⁵,kʰ j a u ʔ ⁵⁵,,kʰ j a u ʔ ⁵⁵,six,kʰ j a u ʔ ⁵⁵,630,Bola,TBL,1703,khjauʔ⁵⁵,six,669,i m n N c t
3760,lash1242,khjuk⁵⁵,kʰ j u - k ⁵⁵,,kʰ j u - k ⁵⁵,six,kʰ j u k ⁵⁵,630,Lashi,TBL,1703,khjuk⁵⁵,six,669,i m n c t
3761,maru1248,khjauk⁵⁵,kʰ j a u k ⁵⁵,,kʰ j a u k ⁵⁵,,kʰ j a u k ⁵⁵,630,Maru,TBL,1703,khjauk⁵⁵,six,669,i m n N c t
3764,xian1248,chuʔ⁵⁵,- cʰ u - ʔ ⁵⁵,,cʰ - u - ʔ ⁵⁵,six,cʰ u ʔ ⁵⁵,630,Xiandao,TBL,1703,chuʔ⁵⁵,six,669,i n c t
5365,nucl1310,ŋɛ²²,ŋ ɛ - ²²,,ŋ ɛ - ²²,,ŋ ɛ ²²,438,Rangoon,TBL,1246,ŋɛ²²,small,677,i n t
7203,oldb1234,ṅay,ŋ a j -,small-young,ŋ a j,small-young,ŋ a j,438,Old_Burmese,,1246,ṅay,small,677,i n c
3821,long1372,ȵi⁵⁵,nʲ i - ⁵⁵,,nʲ i - ⁵⁵,small,nʲ i ⁵⁵,438,Achang_Longchuan,TBL,1246,ȵi⁵⁵,small,677,i n t
3823,zaiw1240,ti̱ʔ⁵⁵,t ḭ ʔ ⁵⁵,,t ḭ ʔ ⁵⁵,small,t ḭ ʔ ⁵⁵,697,Atsi,TBL,1246,ti̱ʔ⁵⁵,small,106,i n c t
3824,bela1241,ŋai⁵⁵,ŋ a i ⁵⁵,,ŋ a i ⁵⁵,thin-2,ŋ a i ⁵⁵,438,Bola,TBL,1246,ŋai⁵⁵,small,677,i n N t
3827,lash1242,ŋɛː³¹,ŋ ɛː - ³¹,,ŋ ɛː - ³¹,small,ŋ ɛː ³¹,438,Lashi,TBL,1246,ŋɛː³¹,small,677,i n t
3828,maru1248,ŋai³¹,ŋ a i ³¹,,ŋ a i ³¹,small,ŋ a i ³¹,438,Maru,TBL,1246,ŋai³¹,small,677,i n N t
3829,xian1248,ɲɛ⁵¹,ɲ ɛ - ⁵¹,,ɲ ɛ - ⁵¹,small,ɲ ɛ ⁵¹,438,Xiandao,TBL,1246,ɲɛ⁵¹,small,677,i n t
5342,nucl1310,ʨʰɔ⁵⁵,tɕʰ ɔ ⁵⁵,,tɕʰ - ɔ ⁵⁵,,tɕʰ ɔ ⁵⁵,49,Rangoon,TBL,1234,ʨʰɔ⁵⁵,smooth,1163,i n t
3873,maru1248,tʃa̱t⁵⁵,tʃ a̰ t ⁵⁵,,tʃ a̰ t ⁵⁵,,tʃ a̰ t ⁵⁵,362,Maru,TBL,1234,tʃa̱t⁵⁵,smooth,682,i n c t
7205,oldb1234,pyo₂ʔ,p j ʊ ⁵³,,p j ʊ ⁵³,smooth-soft,p j ʊ ⁵³,659,Old_Burmese,,1234,pyo₂ʔ,smooth,687,i m n t
3867,long1372,neʔ³⁵,n e ʔ ³⁵,,n e ʔ ³⁵,smooth,n e ʔ ³⁵,581,Achang_Longchuan,TBL,1234,neʔ³⁵,smooth,1162,i n c t
3868,zaiw1240,tʃu̱t⁵⁵,tʃ ṵ t ⁵⁵,,tʃ ṵ t ⁵⁵,smooth,tʃ ṵ t ⁵⁵,362,Atsi,TBL,1234,tʃu̱t⁵⁵,smooth,682,i n c t
3870,bela1241,tauʔ³¹tʃɔ̱t⁵⁵,t a u ʔ ³¹ + tʃ ɔ̰ t ⁵⁵,,t a u ʔ ³¹ + tʃ ɔ̰ t ⁵⁵,smooth-1 smooth-2,t a u ʔ ³¹ + tʃ ɔ̰ t ⁵⁵,303,Bola,TBL,1234,tauʔ³¹tʃɔ̱t⁵⁵,smooth,1161 682,i n N c t + i n c t
3872,lash1242,tʃu̱ːt⁵⁵,tʃ ṵː t ⁵⁵,,tʃ ṵː t ⁵⁵,,tʃ ṵː t ⁵⁵,362,Lashi,TBL,1234,tʃu̱ːt⁵⁵,smooth,682,i n c t
3875,xian1248,chɔt³⁵,cʰ ɔ t ³⁵,,cʰ ɔ t ³⁵,smooth,cʰ ɔ t ³⁵,362,Xiandao,TBL,1234,chɔt³⁵,smooth,682,i n c t
5660,nucl1310,pjɔ⁵³,p j ɔ ⁵³,,p j ɔ ⁵³,,p j ɔ ⁵³,659,Rangoon,TBL,1856,pjɔ⁵³,soft,687,i m n t
7207,oldb1234,pyo₂ʔ,p j ʊ ⁵³,,p j ʊ ⁵³,smooth-soft,p j ʊ ⁵³,659,Old_Burmese,,1856,pyo₂ʔ,soft,687,i m n t
3908,long1372,ȵɔt⁵⁵,nʲ ɔ t ⁵⁵,,nʲ - ɔ t ⁵⁵ -,soft,nʲ ɔ t ⁵⁵,485,Achang_Longchuan,TBL,1856,ȵɔt⁵⁵,soft,688,i n c t
3910,zaiw1240,ŋjo̱m⁵⁵,ŋ j o̰ m ⁵⁵,,ŋ j o̰ m ⁵⁵,soft,ŋ j o̰ m ⁵⁵,501,Atsi,TBL,1856,ŋjo̱m⁵⁵,soft,689,i m n c t
3911,bela1241,nɛ̃³⁵,n - ɛ̃ ∼ ³⁵,,n - ɛ̃ ∼ ³⁵,soft,n ɛ̃ ∼ ³⁵,501,Bola,TBL,1856,nɛ̃³⁵,soft,689,i n c t
3914,lash1242,nə̱ː⁵³,n - ə̰ː - ⁵³,,n - ə̰ː - ⁵³,,n ə̰ː ⁵³,501,Lashi,TBL,1856,nə̱ː⁵³,soft,689,i n t
3915,maru1248,nɛ̱̃⁵⁵,n - ɛ̰̃ ∼ ⁵⁵,,n - ɛ̰̃ ∼ ⁵⁵,,n ɛ̰̃ ∼ ⁵⁵,501,Maru,TBL,1856,nɛ̱̃⁵⁵,soft,689,i n c t
3916,xian1248,ɲɔt³¹,ɲ ɔ t ³¹,,ɲ - ɔ t ³¹ -,soft,ɲ ɔ t ³¹,485,Xiandao,TBL,1856,ɲɔt³¹,soft,688,i n c t
4112,long1372,tan³¹,t a n ³¹,bad concept,t a n ³¹,straight,t a n ³¹,672,Achang_Longchuan,TBL,1404,tan³¹,straight,730,i n c t
4114,zaiw1240,ŋjaŋ⁵¹,ŋ j a ŋ ⁵¹,bad concept,ŋ j a ŋ ⁵¹,straight,ŋ j a ŋ ⁵¹,477,Atsi,TBL,1404,ŋjaŋ⁵¹,straight,1174,i m n c t
4115,bela1241,tɛ̃³⁵,t ɛ̃ ∼ ³⁵,bad concept,t ɛ̃ ∼ ³⁵,straight,t ɛ̃ ∼ ³⁵,672,Bola,TBL,1404,tɛ̃³⁵,straight,730,i n c t
4118,lash1242,taːn³³,t aː n ³³,bad concept,t aː n ³³,,t aː n ³³,672,Lashi,TBL,1404,taːn³³,straight,730,i n c t
4119,maru1248,ŋiɔ̃⁵⁵,ŋ i ɔ̃ ∼ ⁵⁵,bad concept,ŋ i ɔ̃ ∼ ⁵⁵,,ŋ i ɔ̃ ∼ ⁵⁵,477,Maru,TBL,1404,ŋiɔ̃⁵⁵,straight,1174,i m n c t
4121,xian1248,ʂa³¹,ʂ a ³¹,bad concept,ʂ a ³¹,straight-flow,ʂ a ³¹,685,Xiandao,TBL,1404,ʂa³¹,straight,1175,i n t
5363,nucl1310,mɑʔ⁴,m ɑ ʔ ⁴,bad concept,m ɑ ʔ ⁴,,m ɑ ʔ ⁴,709,Rangoon,TBL,1404,mɑʔ⁴,straight,22,i n c t
5537,nucl1310,pʰjɑ̃u⁵³,pʰ j ɑ̃ u ∼ ⁵³,bad concept,pʰ j ɑ̃ u ∼ ⁵³,,pʰ j ɑ̃ u ∼ ⁵³,462,Rangoon,TBL,1404,pʰjɑ̃u⁵³,straight,729,i m n N c t
7209,oldb1234,phro₂ṅʔ,pʰ r ʊ - ŋ ⁵³,,pʰ r ʊ ŋ ⁵³,,pʰ r ʊ ŋ ⁵³,462,Old_Burmese,,1404,phro₂ṅʔ,straight,729,i m n c t
4255,long1372,tɕhe⁵⁵,tɕʰ e ⁵⁵,,tɕʰ e - ⁵⁵,ten,tɕʰ e ⁵⁵,82,Achang_Longchuan,TBL,1515,tɕhe⁵⁵,ten,1181,i n t
4258,zaiw1240,tshe⁵¹,tsʰ e ⁵¹,,tsʰ e - ⁵¹,ten,tsʰ e ⁵¹,82,Atsi,TBL,1515,tshe⁵¹,ten,1181,i n t
4260,bela1241,tă³¹thai⁵⁵,t ă ³¹ + tʰ a i ⁵⁵,,t ă - ³¹ + tʰ a i ⁵⁵,one ten,t ă ³¹ + tʰ a i ⁵⁵,44,Bola,TBL,1515,tă³¹thai⁵⁵,ten,534 1182,i n t + i n N t
4263,lash1242,tă³¹tshe³³,t ă ³¹ + tsʰ e - ³³,,t ă - ³¹ + tsʰ e - ³³,one ten,t ă ³¹ + tsʰ e ³³,44,Lashi,TBL,1515,tă³¹tshe³³,ten,534 1182,i n t + i n t
4264,maru1248,tshɛ³¹,tsʰ ɛ ³¹,,tsʰ ɛ - ³¹,ten,tsʰ ɛ ³¹,389,Maru,TBL,1515,tshɛ³¹,ten,750,i n t
4266,xian1248,ta³¹tshi⁵⁵,t a ³¹ + tsʰ i - ⁵⁵,,t a - ³¹ + tsʰ i - ⁵⁵,one ten,t a ³¹ + tsʰ i ⁵⁵,44,Xiandao,TBL,1515,ta³¹tshi⁵⁵,ten,534 1182,i n t + i n t
5290,nucl1310,shɛ²²,sʰ ɛ ²²,,sʰ ɛ - ²²,ten,sʰ ɛ ²²,82,Rangoon,TBL,1515,shɛ²²,ten,1181,i n t
7211,oldb1234,ta◦chay,t a + tsʰ a j,,t a + tsʰ a j,one ten,t a + tsʰ a j,584,Old_Burmese,,1515,ta◦chay,ten,534 1181,i n + i n c
4283,bela1241,xu⁵¹,x - u ⁵¹,bad concept,x - u ⁵¹,that-1,x u ⁵¹,512,Bola,TBL,78,xu⁵¹,that,756,i n t
4290,long1372,the⁵⁵,tʰ e - ⁵⁵,bad concept,tʰ e ⁵⁵,that,tʰ e ⁵⁵,718,Achang_Longchuan,TBL,78,the⁵⁵,that,757,i n t
4291,zaiw1240,xje⁵¹,x j e ⁵¹,bad concept,x j e ⁵¹,that,x j e ⁵¹,512,Atsi,TBL,78,xje⁵¹,that,756,i m n t
4292,lash1242,thə³³,tʰ ə - ³³,bad concept,tʰ ə ³³,that,tʰ ə ³³,718,Lashi,TBL,78,thə³³,that,757,i n t
4293,maru1248,thø³¹,tʰ ø - ³¹,bad concept,tʰ ø ³¹,,tʰ ø ³¹,718,Maru,TBL,78,thø³¹,that,757,i n t
4294,xian1248,thɛ⁵⁵,tʰ ɛ - ⁵⁵,bad concept,tʰ ɛ ⁵⁵,that,tʰ ɛ ⁵⁵,718,Xiandao,TBL,78,thɛ⁵⁵,that,757,i n t
5564,nucl1310,ho²²,h o ²²,bad concept,h o ²²,,h o ²²,190,Rangoon,TBL,78,ho²²,that,758,i n t
5565,nucl1310,tʰo²²,tʰ o - ²²,bad concept,tʰ o ²²,,tʰ o ²²,718,Rangoon,TBL,78,tʰo²²,that,757,i n t
7213,oldb1234,thuiv,tʰ ə w -,,tʰ ə w,,tʰ ə w,718,Old_Burmese,,78,thuiv,that,757,i n c
24,zaiw1240,pau⁵¹voʔ⁵⁵,p a u ⁵¹ + v o ʔ ⁵⁵,,p a u ⁵¹ - + v - o ʔ ⁵⁵,insect ant,p a u ⁵¹ + v o ʔ ⁵⁵,334,Atsi,TBL,587,pau⁵¹voʔ⁵⁵,the ant,16 15,i n N t + i n c t
28,lash1242,la³¹jɛt³¹,l a ³¹ + j ɛ t ³¹,,l a ³¹ + j ɛ t ³¹,,l a ³¹ + j ɛ t ³¹,658,Lashi,TBL,587,la³¹jɛt³¹,the ant,984 985,i n t + i n c t
29,maru1248,phə̆³¹ɣuk³¹,pʰ ə̆ - ³¹ + ɣ u k ³¹,,pʰ ə̆ - ³¹ - + ɣ - u k ³¹,insect mouse,pʰ ə̆ ³¹ + ɣ u k ³¹,334,Maru,TBL,587,phə̆³¹ɣuk³¹,the ant,16 15,i n t + i n c t
30,xian1248,chaŋ³¹m̥an⁵⁵,cʰ a ŋ ³¹ + m̥ a n ⁵⁵,,cʰ a ŋ ³¹ + m̥ a n ⁵⁵,ant1 ant2,cʰ a ŋ ³¹ + m̥ a n ⁵⁵,281,Xiandao,TBL,587,chaŋ³¹m̥an⁵⁵,the ant,982 976,i n c t + i n c t
22,long1372,tɕhi⁵⁵man⁵⁵,tɕʰ i ⁵⁵ + m a n ⁵⁵,,tɕʰ i - ⁵⁵ + m a n ⁵⁵,? ?,tɕʰ i ⁵⁵ + m a n ⁵⁵,708,Achang_Longchuan,TBL,587,tɕhi⁵⁵man⁵⁵,the ant,983 976,i n t + i n c t
25,bela1241,phə̆³¹ɣɔʔ³¹,pʰ ə̆ - ³¹ + ɣ ɔ ʔ ³¹,,pʰ ə̆ - ³¹ - + ɣ - ɔ ʔ ³¹,insect vermin,pʰ ə̆ ³¹ + ɣ ɔ ʔ ³¹,334,Bola,TBL,587,phə̆³¹ɣɔʔ³¹,the ant,16 15,i n t + i n c t
5277,nucl1310,pɑ⁵³jwɛʔ⁴sheʔ⁴,p ɑ ⁵³ - - + j w ɛ ʔ ⁴ - - - + sʰ e ʔ ⁴,,p ɑ - ⁵³ + j w ɛ ʔ ⁴ + sʰ e ʔ ⁴,,p ɑ ⁵³ + j w ɛ ʔ ⁴ + sʰ e ʔ ⁴,538,Rangoon,TBL,587,pɑ⁵³jwɛʔ⁴sheʔ⁴,the ant,16 15 14,i n t + i m n c t + i n c t
7215,oldb1234,pu◦ro₁k◦chip,- - - p u + - - - - - r o k + tsʰ i p -,,p u + r o k + tsʰ i p,insect leaf ?,p u + r o k + tsʰ i p,538,Old_Burmese,,587,pu◦ro₁k◦chip,the ant,16 15 14,i n + i n c + i n c
6193,long1372,kă³¹liŋ³⁵ʈʂʰuaʔ⁵⁵,k ă ³¹ + l i ŋ ³⁵ + ʈʂʰ u a ʔ ⁵⁵,,k ă ³¹ + l i ŋ ³⁵ + ʈʂʰ u a ʔ ⁵⁵,ka-prefix armpit1 armpit2,k ă ³¹ + l i ŋ ³⁵ + ʈʂʰ u a ʔ ⁵⁵,614,Achang_Longchuan,TBL,1886,kă³¹liŋ³⁵ʈʂʰuaʔ⁵⁵,the armpit,1307 1308 94,i n t + i n c t + i m n c t
6270,nucl1310,ʨʰɑ̃i⁵⁵,tɕʰ - ɑ̃ i ∼ ⁵⁵,,tɕʰ ɑ̃ i ∼ ⁵⁵,,tɕʰ ɑ̃ i ∼ ⁵⁵,652,Rangoon,TBL,1886,ʨʰɑ̃i⁵⁵,the armpit,95,i n N c t
6345,zaiw1240,kă²¹tʃo̱k⁵⁵kʰoŋ²¹,k ă ²¹ + tʃ o̰ k ⁵⁵ + kʰ o ŋ ²¹,,k ă ²¹ + tʃ o̰ k ⁵⁵ + kʰ o ŋ ²¹,? ? ?,k ă ²¹ + tʃ o̰ k ⁵⁵ + kʰ o ŋ ²¹,571,Atsi,TBL,1886,kă²¹tʃo̱k⁵⁵kʰoŋ²¹,the armpit,1307 1309 95,i n t + i n c t + i n c t
6394,maru1248,lɔʔ³¹tʃhɛʔ⁵⁵,l ɔ ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵,,l ɔ ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵,hand armpit?,l ɔ ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵,318,Maru,TBL,1886,lɔʔ³¹tʃhɛʔ⁵⁵,the armpit,345 96,i n c t + i n c t
6444,lash1242,lɔʔ³¹tʃnap⁵⁵,l ɔ ʔ ³¹ + tʃʰ a p ⁵⁵,,l ɔ ʔ ³¹ + tʃʰ a p ⁵⁵,hand armpit,l ɔ ʔ ³¹ + tʃʰ a p ⁵⁵,318,Lashi,TBL,1886,lɔʔ³¹tʃnap⁵⁵,the armpit,345 96,i n c t + i n c t
6581,xian1248,lɔʔ³¹san⁵⁵kʰʐoʔ⁵⁵,l ɔ ʔ ³¹ + s a n ⁵⁵ + kʰ ʐ o ʔ ⁵⁵,,l ɔ ʔ ³¹ + s a n ⁵⁵ + kʰ ʐ o ʔ - ⁵⁵,hand shoulder armpit,l ɔ ʔ ³¹ + s a n ⁵⁵ + kʰ ʐ o ʔ ⁵⁵,717,Xiandao,TBL,1886,lɔʔ³¹san⁵⁵kʰʐoʔ⁵⁵,the armpit,345 1310 94,i n c t + i n c t + i m n c t
6641,bela1241,laʔ³¹tʃhɛʔ⁵⁵,l a ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵,,l a ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵,hand armpit,l a ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵,318,Bola,TBL,1886,laʔ³¹tʃhɛʔ⁵⁵,the armpit,345 96,i n c t + i n c t
7217,oldb1234,khyo₁ṅḥ,kʰ j o - ŋ ⁵⁵,,kʰ j o ŋ ⁵⁵,,kʰ j o ŋ ⁵⁵,652,Old_Burmese,,1886,khyo₁ṅḥ,the armpit,95,i m n c t
143,zaiw1240,va²¹,v a ²¹,,v a ²¹,bamboo,v a ²¹,723,Atsi,TBL,1927,va²¹,the bamboo,31,i n t
144,bela1241,va³¹,v a ³¹,,v a ³¹,bamboo,v a ³¹,723,Bola,TBL,1927,va³¹,the bamboo,31,i n t
147,lash1242,wo³³,w o ³³,,w o ³³,bamboo,w o ³³,723,Lashi,TBL,1927,wo³³,the bamboo,31,i n t
141,long1372,o³¹,- o ³¹,,- o ³¹,bamboo,o ³¹,723,Achang_Longchuan,TBL,1927,o³¹,the bamboo,31,n t
148,maru1248,vɔ³⁵,v ɔ ³⁵,,v ɔ ³⁵,bamboo,v ɔ ³⁵,723,Maru,TBL,1927,vɔ³⁵,the bamboo,31,i n t
149,xian1248,o³¹,- o ³¹,,- o ³¹,bamboo,o ³¹,723,Xiandao,TBL,1927,o³¹,the bamboo,31,n t
5518,nucl1310,wɑ⁵⁵,w ɑ ⁵⁵,,w ɑ ⁵⁵,,w ɑ ⁵⁵,723,Rangoon,TBL,1927,wɑ⁵⁵,the bamboo,31,i n t
7219,oldb1234,vāḥ,w a ⁵⁵,,w a ⁵⁵,bamboo,w a ⁵⁵,723,Old_Burmese,,1927,vāḥ,the bamboo,31,i n t
6275,bela1241,mɛ³¹ja⁵¹,m ɛ ³¹ + j a ⁵¹,,m ɛ ³¹ + j a ⁵¹,grain-1 grain-2,m ɛ ³¹ + j a ⁵¹,640,Bola,TBL,932,mɛ³¹ja⁵¹,the barley (tibetan or highland),1341 1342,i n t + i n t
6286,zaiw1240,mə⁵⁵ja²¹sat⁵⁵,m ə ⁵⁵ + j a ²¹ + s a t ⁵⁵,,m ə ⁵⁵ + j a ²¹ + s a t ⁵⁵,grain barley,m ə ⁵⁵ + j a ²¹ + s a t ⁵⁵,361,Atsi,TBL,932,mə⁵⁵ja²¹sat⁵⁵,the barley (tibetan or highland),1341 1342 1343,i n t + i n t + i n c t
6446,nucl1310,bɑ²²li²²,b ɑ ²² + l i ²²,a loan from English?,b ɑ ²² + l i ²²,,b ɑ ²² + l i ²²,644,Rangoon,TBL,932,bɑ²²li²²,the barley (tibetan or highland),1344 1345,i n t + i n t
299,bela1241,vɛ³¹tau³¹,v ɛ ³¹ + t a u - ³¹,,v ɛ ³¹ + t a u - ³¹,belly-1 belly-1,v ɛ ³¹ + t a u ³¹,22,Bola,TBL,1251,vɛ³¹tau³¹,the belly,83 85,i n t + i n N t
302,maru1248,vẽ³⁵tuk³¹,v ẽ ³⁵ + t u - k ³¹,,v ẽ ³⁵ + t u - k ³¹,,v ẽ ³⁵ + t u k ³¹,22,Maru,TBL,1251,vẽ³⁵tuk³¹,the belly,83 85,i n t + i n c t
5652,nucl1310,bɑiʔ⁴,b ɑ i ʔ ⁴,,b ɑ i ʔ ⁴,,b ɑ i ʔ ⁴,222,Rangoon,TBL,1251,bɑiʔ⁴,the belly,84,i n N c t
7221,oldb1234,puik,p ə - k -,,p ə k,,p ə k,222,Old_Burmese,,1251,puik,the belly,84,i n c
325,long1372,m̥ɔʔ⁵⁵,m̥ ɔ ʔ ⁵⁵,,m̥ ɔ ʔ ⁵⁵,bird,m̥ ɔ ʔ ⁵⁵,116,Achang_Longchuan,TBL,937,m̥ɔʔ⁵⁵,the bird,87,i n c t
327,zaiw1240,ŋo̱ʔ⁵⁵,ŋ o̰ ʔ ⁵⁵,,ŋ o̰ ʔ ⁵⁵,bird,ŋ o̰ ʔ ⁵⁵,116,Atsi,TBL,937,ŋo̱ʔ⁵⁵,the bird,87,i n c t
328,bela1241,ŋa̱ʔ⁵⁵,ŋ a̰ ʔ ⁵⁵,,ŋ a̰ ʔ ⁵⁵,bird,ŋ a̰ ʔ ⁵⁵,116,Bola,TBL,937,ŋa̱ʔ⁵⁵,the bird,87,i n c t
331,lash1242,ŋɔ̱ʔ⁵⁵,ŋ ɔ̰ ʔ ⁵⁵,,ŋ ɔ̰ ʔ ⁵⁵,bird,ŋ ɔ̰ ʔ ⁵⁵,116,Lashi,TBL,937,ŋɔ̱ʔ⁵⁵,the bird,87,i n c t
