ID,Form_ID,Cognateset_ID,Segment_Slice,Alignment,Source
3516,3516,1465,,,
3517,3517,451,,,
3518,3518,47,,,
3519,3519,125,,,
3807,3807,246,,,
4118,4118,47,,,
4337,4337,47,,,
4535,4535,47,,,
4780,4780,47,,,
4781,4781,451,,,
5033,5033,47,,,
5288,5288,47,,,
5544,5544,47,,,
5783,5783,47,,,
6077,6077,47,,,
6078,6078,1465,,,
6302,6302,47,,,
6554,6554,246,,,
6844,6844,47,,,
7111,7111,246,,,
7357,7357,47,,,
7597,7597,1478,,,
7598,7598,246,,,
126,126,126,,,
376,376,768,,,
840,840,126,,,
1048,1048,344,,,
1285,1285,126,,,
1495,1495,344,,,
1720,1720,126,,,
1980,1980,126,,,
2218,2218,344,,,
2442,2442,344,,,
2671,2671,126,,,
2944,2944,344,,,
3182,3182,126,,,
3438,3438,126,,,
3732,3732,344,,,
4048,4048,126,,,
4297,4297,452,,,
4489,4489,126,,,
4711,4711,126,,,
4970,4970,126,,,
4971,4971,344,,,
5223,5223,126,,,
5224,5224,457,,,
5484,5484,344,,,
5730,5730,126,,,
5991,5991,126,,,
6249,6249,126,,,
6484,6484,344,,,
6779,6779,126,,,
6780,6780,344,,,
7042,7042,344,,,
7303,7303,344,,,
7543,7543,344,,,
98,98,501,,,
344,344,761,,,
811,811,1218,,,
1024,1024,761,,,
1256,1256,1094,,,
1473,1473,761,,,
1693,1693,761,,,
1947,1947,761,,,
1948,1948,761,,,
2194,2194,1218,,,
2415,2415,761,,,
2649,2649,1218,,,
2916,2916,1218,,,
3155,3155,1218,,,
3404,3404,761,,,
3696,3696,761,,,
4013,4013,761,,,
4273,4273,803,,,
4469,4469,1094,,,
4679,4679,761,,,
4936,4936,761,,,
5194,5194,1094,,,
5454,5454,1218,,,
5702,5702,761,,,
5957,5957,1218,,,
6226,6226,1218,,,
6452,6452,1218,,,
6742,6742,1218,,,
6743,6743,761,,,
7010,7010,761,,,
7276,7276,761,,,
7518,7518,761,,,
120,120,48,,,
370,370,48,,,
834,834,1010,,,
1043,1043,48,,,
1277,1277,48,,,
1490,1490,48,,,
1715,1715,48,,,
1972,1972,489,,,
2213,2213,48,,,
2435,2435,48,,,
2667,2667,48,,,
2939,2939,48,,,
3177,3177,48,,,
3429,3429,48,,,
3724,3724,48,,,
4040,4040,48,,,
4292,4292,48,,,
4485,4485,48,,,
4705,4705,48,,,
4962,4962,48,,,
5216,5216,48,,,
5478,5478,48,,,
5724,5724,1046,,,
5983,5983,48,,,
6244,6244,48,,,
6478,6478,48,,,
6769,6769,48,,,
7035,7035,48,,,
7539,7539,48,,,
176,176,944,,,
435,435,1095,,,
885,885,1095,,,
1094,1094,49,,,
1332,1332,809,,,
1333,1333,957,,,
1530,1530,49,,,
1531,1531,1219,,,
1777,1777,809,,,
2037,2037,49,,,
2270,2270,49,,,
2488,2488,1095,,,
2729,2729,809,,,
2730,2730,957,,,
3003,3003,49,,,
3004,3004,1219,,,
3005,3005,49,,,
3230,3230,49,,,
3510,3510,375,,,
3801,3801,49,,,
4112,4112,809,,,
4332,4332,872,,,
4530,4530,809,,,
4773,4773,809,,,
5027,5027,809,,,
5281,5281,809,,,
5282,5282,957,,,
5537,5537,49,,,
5538,5538,49,,,
5778,5778,809,,,
6069,6069,957,,,
6297,6297,49,,,
6549,6549,49,,,
6839,6839,49,,,
7102,7102,49,,,
7591,7591,49,,,
7592,7592,1219,,,
212,212,524,,,
471,471,524,,,
914,914,50,,,
1125,1125,524,,,
1126,1126,50,,,
1364,1364,50,,,
1559,1559,524,,,
1808,1808,524,,,
1809,1809,50,,,
2074,2074,50,,,
2297,2297,941,,,
2520,2520,524,,,
2769,2769,524,,,
2770,2770,50,,,
3037,3037,524,,,
3259,3259,941,,,
3547,3547,524,,,
3548,3548,50,,,
3842,3842,524,,,
4152,4152,524,,,
4358,4358,524,,,
4559,4559,50,,,
4808,4808,524,,,
4809,4809,50,,,
5058,5058,524,,,
5318,5318,50,,,
5572,5572,50,,,
5810,5810,50,,,
6109,6109,50,,,
6325,6325,50,,,
6583,6583,941,,,
6875,6875,524,,,
7137,7137,524,,,
7385,7385,524,,,
7621,7621,524,,,
171,171,1096,,,
431,431,1096,,,
881,881,1096,,,
1091,1091,1096,,,
1327,1327,1096,,,
1527,1527,1096,,,
1772,1772,1096,,,
2032,2032,1096,,,
2265,2265,1096,,,
2484,2484,1096,,,
2723,2723,1096,,,
2998,2998,1096,,,
3225,3225,709,,,
3505,3505,1096,,,
3795,3795,1096,,,
4108,4108,1096,,,
4329,4329,1096,,,
4526,4526,1096,,,
4769,4769,1096,,,
5022,5022,1096,,,
5276,5276,1096,,,
5534,5534,1096,,,
5774,5774,1096,,,
6064,6064,1096,,,
6292,6292,1096,,,
6545,6545,1096,,,
6834,6834,1096,,,
7098,7098,1096,,,
7351,7351,1096,,,
7587,7587,1096,,,
65,65,1159,,,
66,66,1355,,,
306,306,689,,,
780,780,1355,,,
996,996,1444,,,
1225,1225,247,,,
1445,1445,367,,,
1652,1652,417,,,
1653,1653,1355,,,
1904,1904,1355,,,
2384,2384,593,,,
2608,2608,615,,,
2609,2609,619,,,
2877,2877,127,,,
3124,3124,926,,,
3359,3359,1355,,,
3653,3653,1355,,,
3654,3654,51,,,
3971,3971,1355,,,
3972,3972,796,,,
3973,3973,632,,,
4245,4245,852,,,
4441,4441,247,,,
4636,4636,127,,,
4902,4902,937,,,
5161,5161,247,,,
5162,5162,197,,,
5413,5413,51,,,
5669,5669,1355,,,
5908,5908,934,,,
5909,5909,615,,,
5910,5910,1072,,,
5911,5911,247,,,
6193,6193,1121,,,
6417,6417,1355,,,
6690,6690,1179,,,
6970,6970,1204,,,
7234,7234,1357,,,
7235,7235,1355,,,
42,42,863,,,
280,280,1393,,,
756,756,1393,,,
975,975,1439,,,
1202,1202,1393,,,
1431,1431,876,,,
1625,1625,876,,,
1626,1626,412,,,
1880,1880,1393,,,
2143,2143,698,,,
2363,2363,893,,,
2582,2582,1393,,,
2854,2854,682,,,
3106,3106,682,,,
3328,3328,1393,,,
3627,3627,893,,,
3628,3628,698,,,
3939,3939,1393,,,
3940,3940,682,,,
4231,4231,1393,,,
4613,4613,1393,,,
4883,4883,1393,,,
5135,5135,1393,,,
5387,5387,1393,,,
5644,5644,1036,,,
5882,5882,1393,,,
6172,6172,1393,,,
6392,6392,682,,,
6655,6655,781,,,
6656,6656,1449,,,
6657,6657,1393,,,
6945,6945,863,,,
7207,7207,682,,,
7464,7464,698,,,
218,218,458,,,
478,478,539,,,
479,479,458,,,
919,919,458,,,
1134,1134,458,,,
1370,1370,539,,,
1564,1564,458,,,
1815,1815,472,,,
2079,2079,539,,,
2304,2304,458,,,
2525,2525,539,,,
2776,2776,539,,,
3043,3043,458,,,
3265,3265,458,,,
3555,3555,539,,,
3850,3850,458,,,
4158,4158,539,,,
4159,4159,458,,,
4363,4363,873,,,
4564,4564,906,,,
4817,4817,458,,,
4818,4818,539,,,
5065,5065,458,,,
5323,5323,539,,,
5579,5579,566,,,
5816,5816,539,,,
6115,6115,539,,,
6329,6329,539,,,
6588,6588,1167,,,
6880,6880,458,,,
7144,7144,458,,,
7391,7391,458,,,
7626,7626,458,,,
166,166,399,,,
425,425,1394,,,
426,426,52,,,
876,876,399,,,
1085,1085,1394,,,
1321,1321,399,,,
1766,1766,683,,,
1767,1767,1394,,,
2024,2024,548,,,
2257,2257,1394,,,
2479,2479,1170,,,
2712,2712,1170,,,
2713,2713,1394,,,
2990,2990,1394,,,
2991,2991,52,,,
3220,3220,1394,,,
3498,3498,399,,,
3788,3788,1394,,,
4102,4102,399,,,
4521,4521,399,,,
4761,4761,52,,,
5016,5016,1394,,,
5269,5269,399,,,
5526,5526,399,,,
5769,5769,1170,,,
6052,6052,52,,,
6287,6287,1170,,,
6531,6531,399,,,
6532,6532,1170,,,
6829,6829,52,,,
7089,7089,1394,,,
7090,7090,1248,,,
7091,7091,52,,,
7345,7345,399,,,
60,60,53,,,
300,300,53,,,
775,775,53,,,
991,991,53,,,
1219,1219,1220,,,
1442,1442,53,,,
1645,1645,53,,,
1899,1899,53,,,
2158,2158,53,,,
2379,2379,53,,,
2603,2603,53,,,
2871,2871,53,,,
3119,3119,53,,,
3352,3352,53,,,
3645,3645,53,,,
3964,3964,53,,,
4242,4242,53,,,
4436,4436,1220,,,
4631,4631,53,,,
4897,4897,53,,,
5155,5155,1220,,,
5406,5406,53,,,
5664,5664,53,,,
5901,5901,53,,,
6188,6188,53,,,
6411,6411,53,,,
6681,6681,53,,,
6962,6962,53,,,
7229,7229,53,,,
7481,7481,53,,,
55,55,54,,,
294,294,54,,,
295,295,54,,,
771,771,54,,,
987,987,54,,,
1214,1214,54,,,
1438,1438,54,,,
1640,1640,54,,,
1893,1893,54,,,
2154,2154,54,,,
2375,2375,54,,,
2597,2597,54,,,
2598,2598,54,,,
2867,2867,54,,,
3115,3115,54,,,
3344,3344,54,,,
3641,3641,54,,,
3956,3956,54,,,
4238,4238,54,,,
4432,4432,54,,,
4625,4625,54,,,
4626,4626,914,,,
4892,4892,54,,,
4893,4893,54,,,
5148,5148,54,,,
5401,5401,54,,,
5660,5660,54,,,
5896,5896,54,,,
6182,6182,54,,,
6407,6407,54,,,
6674,6674,54,,,
6957,6957,54,,,
7223,7223,1259,,,
7224,7224,54,,,
7225,7225,54,,,
7476,7476,128,,,
7477,7477,54,,,
17,17,129,,,
260,260,301,,,
734,734,198,,,
958,958,301,,,
1180,1180,228,,,
1410,1410,330,,,
1604,1604,1352,,,
1605,1605,408,,,
1862,1862,198,,,
2123,2123,301,,,
2345,2345,129,,,
2561,2561,198,,,
2833,2833,129,,,
3085,3085,301,,,
3306,3306,301,,,
3307,3307,129,,,
3600,3600,301,,,
3907,3907,198,,,
3908,3908,787,,,
3909,3909,1352,,,
3910,3910,129,,,
3911,3911,330,,,
4210,4210,129,,,
4404,4404,1429,,,
4600,4600,248,,,
4864,4864,301,,,
5111,5111,198,,,
5367,5367,129,,,
5623,5623,198,,,
5860,5860,248,,,
5861,5861,198,,,
6161,6161,198,,,
6371,6371,301,,,
6632,6632,129,,,
6633,6633,330,,,
6923,6923,129,,,
6924,6924,129,,,
7188,7188,1250,,,
7189,7189,129,,,
7445,7445,1354,,,
215,215,502,,,
216,216,55,,,
475,475,55,,,
917,917,55,,,
1131,1131,55,,,
1368,1368,55,,,
1562,1562,55,,,
1812,1812,55,,,
2077,2077,55,,,
2300,2300,55,,,
2301,2301,55,,,
2523,2523,55,,,
2774,2774,55,,,
3040,3040,55,,,
3263,3263,55,,,
3552,3552,55,,,
3847,3847,55,,,
4155,4155,55,,,
4361,4361,55,,,
4562,4562,55,,,
4814,4814,55,,,
5061,5061,55,,,
5321,5321,55,,,
5576,5576,55,,,
5814,5814,55,,,
6112,6112,55,,,
6327,6327,55,,,
6586,6586,55,,,
6878,6878,55,,,
7142,7142,55,,,
7389,7389,55,,,
7624,7624,55,,,
61,61,56,,,
301,301,56,,,
776,776,1295,,,
992,992,927,,,
1220,1220,199,,,
1443,1443,927,,,
1646,1646,927,,,
1647,1647,1395,,,
1900,1900,130,,,
2159,2159,56,,,
2160,2160,836,,,
2161,2161,927,,,
2380,2380,56,,,
2604,2604,130,,,
2605,2605,199,,,
2872,2872,56,,,
3120,3120,56,,,
3121,3121,836,,,
3353,3353,177,,,
3354,3354,130,,,
3355,3355,1395,,,
3646,3646,56,,,
3965,3965,56,,,
3966,3966,942,,,
4243,4243,927,,,
4437,4437,130,,,
4632,4632,1395,,,
4898,4898,927,,,
5156,5156,199,,,
5407,5407,1015,,,
5665,5665,130,,,
5902,5902,130,,,
6189,6189,130,,,
6412,6412,56,,,
6682,6682,927,,,
6683,6683,56,,,
6963,6963,912,,,
6964,6964,936,,,
6965,6965,879,,,
6966,6966,56,,,
7230,7230,56,,,
7482,7482,56,,,
25,25,614,,,
265,265,1221,,,
740,740,477,,,
962,962,1437,,,
963,963,1308,,,
1185,1185,1221,,,
1613,1613,1221,,,
2351,2351,1321,,,
2567,2567,1221,,,
3312,3312,1373,,,
3610,3610,1321,,,
3919,3919,1373,,,
3920,3920,789,,,
4215,4215,848,,,
4869,4869,933,,,
5117,5117,1221,,,
5372,5372,1308,,,
5628,5628,1221,,,
5866,5866,1221,,,
5867,5867,1373,,,
6378,6378,605,,,
6639,6639,1221,,,
6640,6640,1321,,,
6641,6641,1308,,,
6930,6930,605,,,
7196,7196,1221,,,
63,63,57,,,
304,304,57,,,
778,778,57,,,
994,994,131,,,
1222,1222,57,,,
1223,1223,131,,,
1444,1444,57,,,
1649,1649,131,,,
1650,1650,57,,,
1902,1902,131,,,
2162,2162,131,,,
2163,2163,302,,,
2382,2382,57,,,
2875,2875,131,,,
3122,3122,131,,,
3357,3357,131,,,
3649,3649,57,,,
3650,3650,755,,,
3651,3651,131,,,
3968,3968,57,,,
3969,3969,795,,,
4244,4244,57,,,
4439,4439,57,,,
4633,4633,57,,,
4634,4634,131,,,
4900,4900,57,,,
5158,5158,57,,,
5159,5159,982,,,
5410,5410,131,,,
5411,5411,57,,,
5667,5667,57,,,
5904,5904,57,,,
5905,5905,131,,,
6191,6191,131,,,
6414,6414,57,,,
6415,6415,302,,,
6687,6687,57,,,
6968,6968,57,,,
6969,6969,131,,,
7232,7232,1261,,,
7484,7484,131,,,
185,185,58,,,
441,441,58,,,
891,891,58,,,
1100,1100,58,,,
1339,1339,58,,,
1537,1537,58,,,
1785,1785,58,,,
2047,2047,58,,,
2274,2274,58,,,
2494,2494,58,,,
2739,2739,58,,,
3010,3010,58,,,
3236,3236,504,,,
3237,3237,58,,,
3520,3520,58,,,
3521,3521,58,,,
3808,3808,58,,,
4119,4119,839,,,
4120,4120,504,,,
4121,4121,58,,,
4338,4338,58,,,
4536,4536,58,,,
4782,4782,58,,,
5034,5034,58,,,
5289,5289,58,,,
5545,5545,58,,,
5784,5784,58,,,
6079,6079,58,,,
6303,6303,58,,,
6555,6555,504,,,
6845,6845,58,,,
7112,7112,58,,,
7358,7358,58,,,
7599,7599,58,,,
94,94,59,,,
340,340,59,,,
807,807,59,,,
1021,1021,59,,,
1252,1252,59,,,
1469,1469,59,,,
1687,1687,59,,,
1943,1943,59,,,
2190,2190,59,,,
2411,2411,59,,,
2642,2642,59,,,
2912,2912,59,,,
3151,3151,59,,,
3400,3400,59,,,
3691,3691,59,,,
4009,4009,59,,,
4269,4269,59,,,
4466,4466,885,,,
4673,4673,59,,,
4933,4933,59,,,
5190,5190,59,,,
5449,5449,59,,,
5698,5698,59,,,
5951,5951,59,,,
6222,6222,59,,,
6448,6448,59,,,
6735,6735,59,,,
6736,6736,249,,,
7006,7006,59,,,
7271,7271,249,,,
7272,7272,59,,,
7514,7514,59,,,
127,127,280,,,
377,377,303,,,
841,841,250,,,
1286,1286,250,,,
1497,1497,345,,,
1721,1721,250,,,
1981,1981,250,,,
2219,2219,250,,,
2443,2443,303,,,
2945,2945,303,,,
2946,2946,250,,,
3183,3183,250,,,
3439,3439,303,,,
3440,3440,250,,,
3733,3733,345,,,
4049,4049,250,,,
4298,4298,345,,,
4299,4299,804,,,
4490,4490,250,,,
4712,4712,250,,,
4972,4972,303,,,
5225,5225,250,,,
5485,5485,345,,,
5731,5731,250,,,
5992,5992,250,,,
6250,6250,250,,,
6485,6485,345,,,
6781,6781,250,,,
6782,6782,345,,,
7043,7043,250,,,
7304,7304,250,,,
7305,7305,345,,,
7544,7544,250,,,
7545,7545,303,,,
76,76,60,,,
317,317,304,,,
790,790,749,,,
1004,1004,60,,,
1235,1235,346,,,
1453,1453,368,,,
1665,1665,749,,,
1666,1666,60,,,
1917,1917,304,,,
2173,2173,60,,,
2394,2394,304,,,
2619,2619,304,,,
2620,2620,331,,,
2890,2890,60,,,
2891,2891,60,,,
3133,3133,60,,,
3375,3375,864,,,
3376,3376,304,,,
3664,3664,60,,,
3665,3665,304,,,
3666,3666,376,,,
3986,3986,60,,,
3987,3987,304,,,
4253,4253,60,,,
4450,4450,346,,,
4646,4646,60,,,
4647,4647,304,,,
4912,4912,304,,,
5171,5171,304,,,
5427,5427,60,,,
5678,5678,304,,,
5926,5926,346,,,
5927,5927,304,,,
6203,6203,304,,,
6428,6428,60,,,
6708,6708,60,,,
6709,6709,60,,,
6710,6710,304,,,
6984,6984,60,,,
6985,6985,304,,,
7249,7249,304,,,
7494,7494,60,,,
7495,7495,376,,,
244,244,599,,,
508,508,958,,,
941,941,958,,,
942,942,958,,,
1157,1157,227,,,
1158,1158,958,,,
1396,1396,958,,,
1586,1586,958,,,
1844,1844,958,,,
2327,2327,590,,,
2549,2549,958,,,
2816,2816,958,,,
3069,3069,958,,,
3289,3289,1222,,,
3581,3581,712,,,
3582,3582,1222,,,
3883,3883,1222,,,
4196,4196,958,,,
4385,4385,958,,,
4585,4585,958,,,
4845,4845,958,,,
5092,5092,958,,,
5354,5354,958,,,
5604,5604,958,,,
5840,5840,958,,,
6144,6144,958,,,
6353,6353,958,,,
6611,6611,958,,,
6906,6906,958,,,
7168,7168,706,,,
7422,7422,1281,,,
7423,7423,958,,,
7424,7424,1222,,,
7651,7651,958,,,
241,241,61,,,
505,505,61,,,
938,938,61,,,
1152,1152,61,,,
1390,1390,61,,,
1391,1391,988,,,
1392,1392,670,,,
1583,1583,61,,,
1841,1841,61,,,
2103,2103,61,,,
2323,2323,61,,,
2546,2546,61,,,
2812,2812,61,,,
2813,2813,670,,,
3065,3065,61,,,
3285,3285,61,,,
3578,3578,575,,,
3879,3879,61,,,
4193,4193,61,,,
4382,4382,61,,,
4582,4582,670,,,
4842,4842,61,,,
5089,5089,61,,,
5348,5348,61,,,
5349,5349,670,,,
5602,5602,1002,,,
5837,5837,61,,,
6140,6140,61,,,
6350,6350,61,,,
6608,6608,505,,,
6903,6903,61,,,
7165,7165,61,,,
7419,7419,61,,,
7648,7648,61,,,
113,113,525,,,
362,362,525,,,
828,828,525,,,
1037,1037,525,,,
1271,1271,525,,,
1486,1486,525,,,
1708,1708,525,,,
1965,1965,525,,,
2206,2206,525,,,
2429,2429,525,,,
2662,2662,525,,,
2932,2932,525,,,
3168,3168,525,,,
3422,3422,525,,,
3715,3715,525,,,
4032,4032,525,,,
4288,4288,525,,,
4479,4479,525,,,
4698,4698,525,,,
4953,4953,525,,,
5210,5210,525,,,
5469,5469,525,,,
5718,5718,525,,,
5976,5976,525,,,
6238,6238,525,,,
6468,6468,525,,,
6763,6763,525,,,
7027,7027,525,,,
7292,7292,525,,,
7531,7531,1287,,,
169,169,421,,,
429,429,1396,,,
430,430,132,,,
879,879,1396,,,
1088,1088,1396,,,
1089,1089,132,,,
1325,1325,1396,,,
1525,1525,661,,,
1770,1770,1396,,,
2029,2029,550,,,
2030,2030,1396,,,
2262,2262,132,,,
2482,2482,132,,,
2721,2721,1396,,,
2996,2996,132,,,
3223,3223,132,,,
3502,3502,1396,,,
3792,3792,1396,,,
3793,3793,132,,,
4105,4105,1279,,,
4106,4106,1396,,,
4326,4326,661,,,
4327,4327,132,,,
4524,4524,902,,,
4766,4766,1396,,,
4767,4767,924,,,
5020,5020,1396,,,
5274,5274,1396,,,
5531,5531,1396,,,
5532,5532,661,,,
5772,5772,1396,,,
6060,6060,1396,,,
6291,6291,1396,,,
6538,6538,1271,,,
6539,6539,132,,,
6540,6540,1279,,,
6541,6541,1164,,,
6542,6542,661,,,
6832,6832,132,,,
7096,7096,1396,,,
7347,7347,132,,,
7348,7348,1273,,,
7585,7585,132,,,
117,117,305,,,
366,366,347,,,
367,367,305,,,
831,831,377,,,
1040,1040,347,,,
1274,1274,400,,,
1488,1488,347,,,
1712,1712,305,,,
1968,1968,305,,,
1969,1969,347,,,
2209,2209,347,,,
2210,2210,305,,,
2432,2432,305,,,
2665,2665,305,,,
2936,2936,1364,,,
2937,2937,305,,,
3171,3171,347,,,
3172,3172,305,,,
3425,3425,400,,,
3426,3426,305,,,
3719,3719,347,,,
3720,3720,305,,,
4035,4035,1363,,,
4036,4036,1364,,,
4037,4037,305,,,
4290,4290,347,,,
4482,4482,888,,,
4701,4701,347,,,
4702,4702,305,,,
4957,4957,347,,,
4959,4959,305,,,
5213,5213,305,,,
5473,5473,347,,,
5474,5474,305,,,
5475,5475,377,,,
5721,5721,377,,,
5979,5979,347,,,
5980,5980,305,,,
6241,6241,347,,,
6242,6242,305,,,
6471,6471,1363,,,
6472,6472,976,,,
6473,6473,1155,,,
6474,6474,347,,,
6475,6475,305,,,
6766,6766,305,,,
7031,7031,347,,,
7032,7032,305,,,
7296,7296,305,,,
7535,7535,347,,,
7536,7536,305,,,
350,350,540,,,
815,815,564,,,
1260,1260,1223,,,
1476,1476,540,,,
1696,1696,1223,,,
1953,1953,1223,,,
2419,2419,671,,,
3408,3408,540,,,
3409,3409,725,,,
3410,3410,540,,,
3701,3701,540,,,
4017,4017,1223,,,
4278,4278,858,,,
4471,4471,887,,,
4686,4686,1223,,,
4941,4941,671,,,
5198,5198,1223,,,
5458,5458,1017,,,
5706,5706,540,,,
5963,5963,1223,,,
6456,6456,1153,,,
6748,6748,1223,,,
6749,6749,671,,,
7016,7016,540,,,
7280,7280,671,,,
106,106,62,,,
355,355,62,,,
820,820,62,,,
1032,1032,62,,,
1265,1265,62,,,
1480,1480,62,,,
1701,1701,62,,,
1958,1958,62,,,
2200,2200,684,,,
2423,2423,62,,,
2656,2656,62,,,
2926,2926,62,,,
3162,3162,62,,,
3415,3415,62,,,
3707,3707,62,,,
4022,4022,62,,,
4023,4023,817,,,
4024,4024,684,,,
4282,4282,62,,,
4475,4475,62,,,
4691,4691,62,,,
4947,4947,62,,,
5203,5203,62,,,
5463,5463,62,,,
5711,5711,62,,,
5968,5968,62,,,
6232,6232,62,,,
6461,6461,684,,,
6756,6756,62,,,
7021,7021,62,,,
7286,7286,62,,,
7525,7525,684,,,
102,102,166,,,
103,103,133,,,
351,351,251,,,
816,816,63,,,
817,817,133,,,
1028,1028,63,,,
1029,1029,133,,,
1261,1261,133,,,
1262,1262,1467,,,
1477,1477,63,,,
1697,1697,63,,,
1698,1698,133,,,
1954,1954,63,,,
1955,1955,133,,,
2197,2197,133,,,
2420,2420,63,,,
2653,2653,63,,,
2922,2922,63,,,
2923,2923,133,,,
3159,3159,133,,,
3411,3411,63,,,
3412,3412,133,,,
3702,3702,63,,,
3703,3703,133,,,
4018,4018,133,,,
4019,4019,63,,,
4279,4279,63,,,
4472,4472,1467,,,
4687,4687,63,,,
4688,4688,133,,,
4943,4943,63,,,
4944,4944,133,,,
5199,5199,133,,,
5200,5200,63,,,
5459,5459,63,,,
5707,5707,133,,,
5708,5708,63,,,
5964,5964,63,,,
5965,5965,133,,,
6229,6229,133,,,
6457,6457,63,,,
6458,6458,133,,,
6750,6750,133,,,
6752,6752,63,,,
6753,6753,1190,,,
7017,7017,63,,,
7018,7018,133,,,
7281,7281,133,,,
7282,7282,63,,,
7521,7521,251,,,
7522,7522,133,,,
151,151,348,,,
152,152,526,,,
404,404,526,,,
863,863,348,,,
1067,1067,348,,,
1307,1307,348,,,
1511,1511,348,,,
1748,1748,348,,,
2007,2007,348,,,
2239,2239,348,,,
2465,2465,526,,,
2689,2689,348,,,
2969,2969,348,,,
3206,3206,348,,,
3474,3474,348,,,
3763,3763,348,,,
3764,3764,348,,,
4083,4083,827,,,
4084,4084,348,,,
4313,4313,348,,,
4510,4510,348,,,
4738,4738,922,,,
4739,4739,348,,,
4995,4995,526,,,
5253,5253,348,,,
5506,5506,348,,,
5754,5754,348,,,
6024,6024,348,,,
6272,6272,348,,,
6512,6512,348,,,
6810,6810,526,,,
6811,6811,348,,,
7068,7068,348,,,
7069,7069,348,,,
7333,7333,348,,,
7567,7567,348,,,
70,70,1397,,,
311,311,672,,,
784,784,1397,,,
785,785,134,,,
1000,1000,1397,,,
1229,1229,1397,,,
1658,1658,1397,,,
1909,1909,1397,,,
2168,2168,1397,,,
2388,2388,845,,,
2881,2881,672,,,
3128,3128,1397,,,
3365,3365,1397,,,
3366,3366,719,,,
3658,3658,1322,,,
3978,3978,1397,,,
3979,3979,1374,,,
4445,4445,1397,,,
4640,4640,1397,,,
4906,4906,672,,,
5166,5166,1397,,,
5417,5417,134,,,
5418,5418,1397,,,
5673,5673,1397,,,
5916,5916,1397,,,
6195,6195,134,,,
6196,6196,1397,,,
6423,6423,1397,,,
6697,6697,134,,,
6698,6698,1397,,,
6699,6699,672,,,
6974,6974,672,,,
6976,6976,1322,,,
7241,7241,1263,,,
7488,7488,845,,,
225,225,576,,,
488,488,135,,,
925,925,1323,,,
1376,1376,1398,,,
1570,1570,1302,,,
1822,1822,1323,,,
2086,2086,1323,,,
2531,2531,135,,,
2785,2785,1323,,,
3050,3050,576,,,
3562,3562,1323,,,
3862,3862,135,,,
4169,4169,1323,,,
4369,4369,1302,,,
4570,4570,1323,,,
4826,4826,1323,,,
5072,5072,1301,,,
5332,5332,1323,,,
5585,5585,576,,,
5822,5822,1323,,,
6123,6123,1323,,,
6594,6594,179,,,
6888,6888,584,,,
7152,7152,135,,,
7403,7403,135,,,
62,62,64,,,
302,302,64,,,
303,303,810,,,
777,777,64,,,
993,993,673,,,
1221,1221,64,,,
1648,1648,64,,,
1901,1901,64,,,
2381,2381,64,,,
2874,2874,653,,,
3356,3356,718,,,
3647,3647,64,,,
3648,3648,810,,,
3967,3967,64,,,
4438,4438,64,,,
4899,4899,64,,,
5157,5157,64,,,
5408,5408,64,,,
5666,5666,673,,,
5903,5903,64,,,
6190,6190,64,,,
6413,6413,928,,,
6684,6684,673,,,
6685,6685,64,,,
6686,6686,506,,,
6967,6967,64,,,
7231,7231,64,,,
7483,7483,64,,,
233,233,65,,,
234,234,634,,,
497,497,65,,,
932,932,65,,,
1146,1146,65,,,
1383,1383,65,,,
1577,1577,65,,,
1830,1830,65,,,
2096,2096,65,,,
2316,2316,65,,,
2538,2538,65,,,
2796,2796,65,,,
3059,3059,65,,,
3278,3278,65,,,
3570,3570,65,,,
3872,3872,65,,,
4180,4180,65,,,
4376,4376,65,,,
4577,4577,65,,,
4836,4836,65,,,
5081,5081,65,,,
5341,5341,65,,,
5595,5595,65,,,
5829,5829,65,,,
6132,6132,65,,,
6343,6343,65,,,
6602,6602,65,,,
6895,6895,65,,,
6896,6896,634,,,
7159,7159,65,,,
7410,7410,634,,,
7411,7411,65,,,
7642,7642,65,,,
99,99,66,,,
345,345,66,,,
812,812,66,,,
1025,1025,66,,,
1257,1257,66,,,
1474,1474,66,,,
1694,1694,66,,,
1949,1949,66,,,
2195,2195,66,,,
2416,2416,66,,,
2650,2650,66,,,
2917,2917,66,,,
3156,3156,66,,,
3405,3405,66,,,
3697,3697,66,,,
4014,4014,66,,,
4274,4274,856,,,
4275,4275,66,,,
4470,4470,66,,,
4680,4680,66,,,
5195,5195,66,,,
5455,5455,66,,,
5703,5703,66,,,
5958,5958,66,,,
6227,6227,66,,,
6453,6453,1151,,,
6744,6744,66,,,
7011,7011,66,,,
7277,7277,66,,,
7519,7519,66,,,
72,72,1253,,,
73,73,1171,,,
313,313,252,,,
314,314,1346,,,
787,787,269,,,
1002,1002,136,,,
1231,1231,273,,,
1450,1450,269,,,
1661,1661,136,,,
1662,1662,269,,,
1912,1912,484,,,
2170,2170,1171,,,
2391,2391,1346,,,
2617,2617,269,,,
2883,2883,252,,,
3130,3130,1171,,,
3369,3369,762,,,
3370,3370,136,,,
3371,3371,1171,,,
3372,3372,269,,,
3660,3660,1171,,,
3982,3982,1171,,,
3983,3983,799,,,
4250,4250,306,,,
4447,4447,269,,,
4642,4642,1171,,,
4643,4643,269,,,
4908,4908,252,,,
4909,4909,1171,,,
5168,5168,269,,,
5422,5422,1346,,,
5675,5675,1171,,,
5920,5920,136,,,
5922,5922,269,,,
6199,6199,136,,,
